"area","epiweek","delta_Rt","alpha_Rt","Ratio","alpha_cases","delta_cases","delta_proportion","temperature","relative_humidity","specific_humidity","uv","precipitation","Pop_density","Population","first_dose","second_dose","full_vax","full_vax_rate","stringency","gov_response","containment_health","economic_support","stringency_lag1","stringency_lag2","gov_response_lag1","gov_response_lag2","containment_health_lag1","containment_health_lag2","economic_support_lag1","economic_support_lag2"
"Coventry and Warwickshire",24,1.8305359096798,0.730638804249176,2.49732803343316,8,587,0.98655462184874,15.2291757038661,75.1896536690848,0.00801783228026969,76221.9073660714,0.000252154638279275,544.5615234375,949454,591326,440294,440294,0.463733893374508,55.1585714285714,67.2928571428571,62.6185714285714,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Coventry and Warwickshire",25,1.67960603925163,0.721337284417556,2.32895894097301,6,1212,0.995073891625616,13.616980280195,76.5064054216657,0.00741869530507496,81490.66015625,4.91926303679597e-05,544.5615234375,949454,615418,454988,454988,0.479210156574199,52.78,66.67,61.9,100,55.1585714285714,58.33,67.2928571428571,68.54,62.6185714285714,64.05,100,100
"Coventry and Warwickshire",26,1.68800380359746,0.741679433748279,2.27833228450933,6,2111,0.997165800661313,15.3760839189802,82.7023707798549,0.00890478930835213,69768.056640625,0.000132175216711922,544.5615234375,949454,629287,466392,466392,0.491221270330105,52.78,66.67,61.9,100,52.78,55.1585714285714,66.67,67.2928571428571,61.9,62.6185714285714,100,100
"Cumbria and North East",18,1.3864862959062,0.912969578601503,1.52930092096598,289,30,0.0940438871473354,6.71977819715227,81.318959917341,0.00469041386220072,68172.1573660714,0.000257117603593672,218.920364379883,3117630,1668887,857824,857824,0.275152599891584,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Cumbria and North East",19,1.60080867561617,0.887975194382112,1.81394062424771,238,53,0.18213058419244,9.65007155282157,80.1640657697405,0.00566040850909693,79418.1495535714,0.00013991225647,218.920364379883,3117630,1728376,965476,965476,0.309682675622187,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Cumbria and North East",20,1.94848313608475,0.87576801689464,2.22712773651479,230,89,0.278996865203762,9.15078639984131,80.7067947387695,0.00553109024518302,75240.2717633929,0.00024384423211034,218.920364379883,3117630,1780278,1089845,1089845,0.34957483729628,58.33,68.54,64.05,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Cumbria and North East",21,2.33162124360419,0.876061945101544,2.66623506009469,202,216,0.516746411483254,11.1723852157593,78.0547932216099,0.00618761265650392,93166.5089285714,9.8645265175382e-05,218.920364379883,3117630,1835571,1218926,1218926,0.390978403466736,58.33,68.54,64.05,100,58.33,63.89,68.54,71.67,64.05,67.62,100,100
"Cumbria and North East",22,2.23467886458612,0.847144290933413,2.64208175736486,125,703,0.849033816425121,13.5412886483329,72.3369020734515,0.00671200846721019,111114.178571429,1.20403093011946e-05,218.920364379883,3117630,1873835,1334154,1334154,0.427938530229694,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Cumbria and North East",23,1.87608211517525,0.796331820337962,2.35570003574856,114,1843,0.941747572815534,14.4681960514614,77.1662161690848,0.00785856441195522,85925.8872767857,1.4692705235575e-05,218.920364379883,3117630,1918628,1434553,1434553,0.460142159268419,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Cumbria and North East",24,1.86430369207313,0.793275584704934,2.35756990109909,81,3565,0.977783872737246,13.4324481146676,74.1451666695731,0.00696570951757686,83868.7779017857,2.04431242991632e-05,218.920364379883,3117630,1978790,1501554,1501554,0.48163316365316,55.1585714285714,67.2928571428571,62.6185714285714,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Cumbria and North East",25,1.73294394982443,0.782300467658782,2.21195835090029,72,7200,0.99009900990099,12.1107653209141,81.0210146222796,0.00706715236550995,64158.6964285714,0.000116374876727475,218.920364379883,3117630,2032553,1554189,1554189,0.498516180560233,52.78,66.67,61.9,100,55.1585714285714,58.33,67.2928571428571,68.54,62.6185714285714,64.05,100,100
"Cumbria and North East",26,1.71956698448733,0.797406950317274,2.17059856632187,29,13348,0.997832099872916,14.7914810180664,79.5335388183594,0.0080385871364602,96243.8236607143,9.52428254013934e-05,218.920364379883,3117630,2077748,1599152,1599152,0.512938353813634,52.78,66.67,61.9,100,52.78,55.1585714285714,66.67,67.2928571428571,61.9,62.6185714285714,100,100
"Devon",18,0.934782892374949,0.840203840247928,1.1446154483468,31,31,0.5,9.04447160448347,75.7168491908482,0.00544459366106561,76384.2301897321,0.000168445235301208,176.260620117188,1200739,711796,377753,377753,0.314600425238124,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Devon",19,0.91296093119718,0.790557812562852,1.18998817074709,0,34,1,9.94892283848354,84.8826337541853,0.00633904025224703,77787.5535714286,0.000360485303515036,176.260620117188,1200739,729612,436162,436162,0.363244635178836,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Devon",20,1.06474105634644,0.78415200773468,1.38277254900597,NA,NA,NA,9.87942600250244,82.9640764508929,0.00622033494125519,80770.9637276786,0.00026153376633634,176.260620117188,1200739,751301,499005,499005,0.415581571015849,58.33,68.54,64.05,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Devon",21,1.51795248215037,0.855473679030921,1.78161775210188,38,0,0,11.393771307809,75.7096394130162,0.00624608088816915,96870.859375,9.28898692628926e-05,176.260620117188,1200739,770671,554034,554034,0.461410847819551,58.33,68.54,64.05,100,58.33,63.89,68.54,71.67,64.05,67.62,100,100
"Devon",22,1.86451333901443,0.914044986148623,2.04051399758626,0,86,1,14.1453213010515,77.2429144723075,0.00760290705199753,101734.901785714,3.36478969334816e-05,176.260620117188,1200739,787250,588693,588693,0.490275571960268,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Devon",23,1.90996097141793,0.924474907700719,2.07314987095815,8,183,0.958115183246073,14.3830035073417,83.3182819911412,0.0085221221005278,94538.0279017857,7.59404114956754e-06,176.260620117188,1200739,804737,626145,626145,0.521466363631064,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Devon",24,1.83286739273255,0.905627592438484,2.02770619020361,22,390,0.946601941747573,14.8435265677316,80.7791366577148,0.00844083513532366,92022.4559151786,0.000113167577613435,176.260620117188,1200739,834065,648654,648654,0.540212319246731,55.1585714285714,67.2928571428571,62.6185714285714,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Devon",25,1.88703040502438,0.922276133530618,2.05027715400469,21,718,0.971583220568336,13.4435018811907,80.3764016287667,0.00773065537214279,86458.1802455357,0.00022321356300381,176.260620117188,1200739,864697,659327,659327,0.549101011960134,52.78,66.67,61.9,100,55.1585714285714,58.33,67.2928571428571,68.54,62.6185714285714,64.05,100,100
"Devon",26,1.9173744196494,0.94697512425469,2.02871578058941,9,1510,0.994075049374589,15.4171969549997,86.4669985089983,0.0093775564538581,86555.6724330357,0.000256655291065856,176.260620117188,1200739,880760,678061,678061,0.56470307035917,52.78,66.67,61.9,100,52.78,55.1585714285714,66.67,67.2928571428571,61.9,62.6185714285714,100,100
"Dorset",18,0.799212562896777,0.494223193221992,1.62941561957315,0,17,1,9.1654828616551,74.1156180245536,0.00544130575976202,75219.7142857143,0.00014070718810087,290.132537841797,773839,471398,257968,257968,0.333361332266789,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Dorset",19,0.89323596041508,0.468419283593764,1.91489331772782,0,13,1,10.3194058282035,84.1322904314314,0.00650686145360981,81427.3844866071,0.000295270193808912,290.132537841797,773839,481030,292500,292500,0.377985601656158,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Dorset",20,1.20756367265148,0.51113929873397,2.36017527417616,0,10,1,10.2592175347464,80.087518964495,0.00619492566745196,82020.56640625,0.000210823370642694,290.132537841797,773839,494067,328453,328453,0.42444617032742,58.33,68.54,64.05,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Dorset",21,1.79019220230417,0.588303330123783,3.03559937207442,7,13,0.65,11.6853746686663,70.6847741263253,0.00598387386915939,100665.099888393,8.57295545902811e-05,290.132537841797,773839,504910,369870,369870,0.477967639263464,58.33,68.54,64.05,100,58.33,63.89,68.54,71.67,64.05,67.62,100,100
"Dorset",22,2.12127532878669,0.617176503723318,3.43446640117151,0,85,1,14.5496681758336,73.6453601292202,0.0074965681082436,99711.9933035714,2.92896365091825e-05,290.132537841797,773839,513482,405214,405214,0.5236412225282,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Dorset",23,1.72208682477527,0.5262706271428,3.2545210696361,7,243,0.972,14.9521978923253,81.8778795514788,0.0086359149510307,99630.8035714286,3.63095077610914e-06,290.132537841797,773839,528220,432553,432553,0.558970276762996,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Dorset",24,1.37774089992275,0.453192409157896,3.01993213644438,10,454,0.978448275862069,15.7803693498884,79.2837862287249,0.00884526542254857,81119.658203125,0.000315930135546491,290.132537841797,773839,544303,444256,444256,0.574093577604644,55.1585714285714,67.2928571428571,62.6185714285714,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Dorset",25,1.4084363802372,0.465490504537627,3.00837145320793,0,605,1,13.8824466977801,78.4870638166155,0.00776429540876831,79524.8141741071,0.000315944766689264,290.132537841797,773839,555978,450752,450752,0.582488088607579,52.78,66.67,61.9,100,55.1585714285714,58.33,67.2928571428571,68.54,62.6185714285714,64.05,100,100
"Dorset",26,1.43280526777431,0.485468069827611,2.96876492367876,0,913,1,15.8917259488787,85.6196670532227,0.00965519422399146,85045.8861607143,0.000180513589839393,290.132537841797,773839,563885,460055,460055,0.594509969127945,52.78,66.67,61.9,100,52.78,55.1585714285714,66.67,67.2928571428571,61.9,62.6185714285714,100,100
"East London Health and Care Partnership",18,1.10139573271732,0.838040366577179,1.33195278077764,76,62,0.449275362318841,9.32764264515468,69.3588409423828,0.00515819849845554,82566.9202008929,0.000160317053346911,3436.615234375,2023383,761071,322095,322095,0.159186372525617,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"East London Health and Care Partnership",19,1.36911505770351,0.87337260563463,1.57441570796154,65,56,0.462809917355372,10.9073760168893,77.0724171229771,0.00617732174162354,79308.8069196429,0.000134517455600352,3436.615234375,2023383,797748,375120,375120,0.185392483775934,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"East London Health and Care Partnership",20,1.61960131816765,0.897794461237601,1.79820973449077,55,118,0.682080924855491,10.3785668781825,78.5973641531808,0.0061163952840226,79782.9799107143,0.000212662522764211,3436.615234375,2023383,843518,435568,435568,0.215267203490392,58.33,68.54,64.05,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"East London Health and Care Partnership",21,1.70146553779005,0.881978199452297,1.92943296736734,72,220,0.753424657534247,11.0518674850464,73.845650264195,0.00597258703783154,96640.7165178571,4.03496255622875e-05,3436.615234375,2023383,894948,490004,490004,0.242170661708634,58.33,68.54,64.05,100,58.33,63.89,68.54,71.67,64.05,67.62,100,100
"East London Health and Care Partnership",22,1.53290027970996,0.818832833372193,1.87240412786026,40,477,0.922630560928433,16.0677005222866,70.5526433672224,0.00782826316675969,104299.781808036,9.68674175640315e-05,3436.615234375,2023383,937490,543078,543078,0.268400989827433,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"East London Health and Care Partnership",23,1.46567987529373,0.785505356357124,1.86173721624345,42,755,0.947302383939774,17.0471733638218,71.8910364423479,0.00857924417193447,101895.435267857,2.99920169436315e-06,3436.615234375,2023383,989638,597575,597575,0.295334595575825,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"East London Health and Care Partnership",24,1.59259584944831,0.812692389219253,1.96400995177753,37,1007,0.96455938697318,16.6953366143363,79.4276488167899,0.00933291443756648,76131.4126674107,0.000399386782638495,3436.615234375,2023383,1051107,639400,639400,0.316005422601653,55.1585714285714,67.2928571428571,62.6185714285714,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"East London Health and Care Partnership",25,1.48780189758826,0.795016514462447,1.86585698449771,17,1833,0.990810810810811,14.1281721932547,79.3264465332031,0.00798772900764431,79579.6244419643,0.000190664064055974,3436.615234375,2023383,1109260,678970,678970,0.335561779455496,52.78,66.67,61.9,100,55.1585714285714,58.33,67.2928571428571,68.54,62.6185714285714,64.05,100,100
"East London Health and Care Partnership",26,1.50974337770218,0.819556587893803,1.83941611278215,12,2764,0.995677233429395,15.8090690885271,81.8616834368025,0.00917723322553294,75365.3671875,0.000156545086156257,3436.615234375,2023383,1144977,721541,721541,0.356601295948419,52.78,66.67,61.9,100,52.78,55.1585714285714,66.67,67.2928571428571,61.9,62.6185714285714,100,100
"Frimley Health",18,1.18040940189611,0.655695688391767,1.79398589873031,11,52,0.825396825396825,9.13430002757481,72.1176490783691,0.00526608383682157,76498.1632254464,0.000152952265645061,863.623229980469,793673,311586,138178,138178,0.174099408698545,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Frimley Health",19,1.28795853578374,0.611159798932685,2.10958839576613,23,51,0.689189189189189,10.5852962221418,79.5508193969727,0.00620434067345091,78447.1579241071,0.000170127412535034,863.623229980469,793673,322407,158120,158120,0.199225625666994,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Frimley Health",20,1.41679400236645,0.594125468158544,2.38822137554435,6,80,0.930232558139535,10.2579769407,79.6127439226423,0.00614070952204721,75749.6233258929,0.000237681922694069,863.623229980469,793673,339450,183776,183776,0.231551281195152,58.33,68.54,64.05,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Frimley Health",21,1.33297242698629,0.554046261294276,2.39569691023449,0,188,1,11.5469262259347,71.1876313345773,0.00592525170317718,94168.8035714286,3.87036711576424e-05,863.623229980469,793673,356687,210164,210164,0.264799230917519,58.33,68.54,64.05,100,58.33,63.89,68.54,71.67,64.05,67.62,100,100
"Frimley Health",22,1.1855737110007,0.514994425398237,2.2846938115453,0,261,1,15.8717802592686,70.8735346112933,0.00776818487793207,103530.670758929,4.6558016867339e-05,863.623229980469,793673,366471,239311,239311,0.301523423374614,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Frimley Health",23,1.17657508802715,0.509665184401689,2.27698447134044,10,310,0.96875,16.6393055234637,73.5161492483956,0.00856215666447367,97991.6316964286,5.93553232062862e-06,863.623229980469,793673,380584,259517,259517,0.326982271036056,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Frimley Health",24,1.36439899876324,0.566058169086259,2.40238366652025,0,315,1,16.5518399647304,77.9817826407296,0.00909250515646168,74979.1918247768,0.000454977957060367,863.623229980469,793673,397811,275895,275895,0.347617973649097,55.1585714285714,67.2928571428571,62.6185714285714,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Frimley Health",25,1.45192734704176,0.607547877025816,2.39934057356142,2,499,0.996007984031936,14.2094911847796,77.2034138270787,0.00779622966157539,77071.8334263393,0.000244926283942602,863.623229980469,793673,408401,289431,289431,0.364672856453476,52.78,66.67,61.9,100,55.1585714285714,58.33,67.2928571428571,68.54,62.6185714285714,64.05,100,100
"Frimley Health",26,1.50610758891765,0.636968757492889,2.36613987871929,2,746,0.997326203208556,15.8152269635882,83.5894481113979,0.00936391377555472,70619.6595982143,0.000167406879232398,863.623229980469,793673,414813,300583,300583,0.378723983302947,52.78,66.67,61.9,100,52.78,55.1585714285714,66.67,67.2928571428571,61.9,62.6185714285714,100,100
"Gloucestershire",18,1.13693562148684,0.737725915061313,1.56120317714617,5,14,0.736842105263158,8.81244128090995,75.2301177978516,0.00531408270554883,73441.6056082589,0.000198907921523122,268.906433105469,637070,367412,192546,192546,0.302236802863108,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Gloucestershire",19,1.22194758801319,0.688294233267251,1.77314257470975,0,25,1,10.3588420322963,82.6513377598354,0.00627925107255578,75955.90625,0.000281950837234035,268.906433105469,637070,378065,220123,220123,0.345524039744455,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Gloucestershire",20,1.34838193506154,0.668291610417069,2.01975499395104,NA,NA,NA,10.2720103945051,78.9624459402902,0.00602584591667567,76690.0284598214,0.000246878293442673,268.906433105469,637070,393163,248241,248241,0.389660476870674,58.33,68.54,64.05,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Gloucestershire",21,1.59303306065856,0.675276380961566,2.36733862903869,0,49,1,11.7594172613961,70.8300377982003,0.00597711326554418,86428.7868303571,5.90216588339639e-05,268.906433105469,637070,404725,281301,281301,0.441554303294771,58.33,68.54,64.05,100,58.33,63.89,68.54,71.67,64.05,67.62,100,100
"Gloucestershire",22,1.65994047766,0.647384761380579,2.56470399715078,39,154,0.797927461139896,15.4687707083566,70.8113468715123,0.00763094225632293,102412.498883929,2.54601384140431e-05,268.906433105469,637070,416124,310817,310817,0.487885161756165,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Gloucestershire",23,1.70939846577346,0.635994515782701,2.70885675726428,0,257,1,16.1111544200352,74.0635648454939,0.00843054109386035,94478.7801339286,5.946409048972e-06,268.906433105469,637070,432207,329730,329730,0.517572637229818,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Gloucestershire",24,1.57784738304629,0.597632367445073,2.64872582925822,22,472,0.955465587044534,15.4605984006609,75.0604455130441,0.00813383708841034,78141.8903459821,0.000196698663151957,268.906433105469,637070,448488,338486,338486,0.531316809769727,55.1585714285714,67.2928571428571,62.6185714285714,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Gloucestershire",25,1.30372265132357,0.550830800754189,2.34759093460007,0,873,1,14.0173548289708,75.0865783691406,0.0074664490696575,82725.2433035714,9.08242827476004e-05,268.906433105469,637070,459787,344128,344128,0.540172979421414,52.78,66.67,61.9,100,55.1585714285714,58.33,67.2928571428571,68.54,62.6185714285714,64.05,100,100
"Gloucestershire",26,1.30277317283574,0.559937835272735,2.28583290532553,0,1094,1,15.7222303662981,83.6281302315848,0.00922637925084148,71016.3317522321,0.000185378746339536,268.906433105469,637070,467002,354124,354124,0.555863562873782,52.78,66.67,61.9,100,52.78,55.1585714285714,66.67,67.2928571428571,61.9,62.6185714285714,100,100
"Greater Manchester Health and Social Care Partnership",18,1.83076057980632,0.871919125583855,2.09266151324799,428,485,0.531215772179628,7.60156495230539,80.7888826642718,0.00513190376971449,70714.5267857143,0.000342488064883842,1395.83154296875,2882019,1374546,729380,729380,0.253079525152332,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Greater Manchester Health and Social Care Partnership",19,1.64780377016228,0.809888232804498,2.03525795217079,387,962,0.713120830244626,10.2960526602609,80.1673246111189,0.00590072565578989,81392.0719866071,0.000166910348915345,1395.83154296875,2882019,1438254,826562,826562,0.286799635949659,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Greater Manchester Health and Social Care Partnership",20,1.56372571795446,0.774835006386747,2.02039346228855,296,1588,0.842887473460722,9.48964050837925,80.6443743024554,0.0057304890028068,71978.57421875,0.000282026250975572,1395.83154296875,2882019,1527745,925181,925181,0.321018355534783,58.33,68.54,64.05,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Greater Manchester Health and Social Care Partnership",21,1.48730271073671,0.746530377650062,1.99798201624266,278,2480,0.899202320522117,11.3612625939505,75.1069156101772,0.00607831609834518,86762.3521205357,6.0156050754553e-05,1395.83154296875,2882019,1585728,1024574,1024574,0.355505636846947,58.33,68.54,64.05,100,58.33,63.89,68.54,71.67,64.05,67.62,100,100
"Greater Manchester Health and Social Care Partnership",22,1.26489120873802,0.6777313462872,1.87457338672612,131,4078,0.96887621762889,14.6363254274641,71.0947625296456,0.00721038206081305,103732.773995536,2.07223566518319e-05,1395.83154296875,2882019,1630838,1094971,1094971,0.379931915785427,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Greater Manchester Health and Social Care Partnership",23,1.20199542544473,0.655416850618872,1.84217907362994,149,5170,0.971987215642038,15.3455276489258,76.2188306535993,0.00825548005689468,92969.3191964286,2.09857355782463e-05,1395.83154296875,2882019,1683063,1158272,1158272,0.401896031913738,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Greater Manchester Health and Social Care Partnership",24,1.29395816440841,0.690621535939179,1.87923411331503,68,6079,0.988937693183667,14.0932282039097,74.7433744158064,0.00734917606626238,86502.8024553571,5.82854608767645e-05,1395.83154296875,2882019,1735972,1217909,1217909,0.422588817075807,55.1585714285714,67.2928571428571,62.6185714285714,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Greater Manchester Health and Social Care Partnership",25,1.27473657550452,0.692818695727535,1.84779635825959,45,8157,0.994513533284565,12.6380142484392,80.3582295009068,0.00728919969073364,66936.1010044643,0.000109467487683495,1395.83154296875,2882019,1783493,1260402,1260402,0.437332994681853,52.78,66.67,61.9,100,55.1585714285714,58.33,67.2928571428571,68.54,62.6185714285714,64.05,100,100
"Greater Manchester Health and Social Care Partnership",26,1.2833579848272,0.70772857781256,1.83598811448596,33,10498,0.996866394454468,15.5270733152117,80.8883416312081,0.00867901735806039,80392.4782366071,0.00016682316718938,1395.83154296875,2882019,1810680,1313230,1313230,0.455663199999722,52.78,66.67,61.9,100,52.78,55.1585714285714,66.67,67.2928571428571,61.9,62.6185714285714,100,100
"Hampshire and the Isle of Wight",18,0.913545954597689,0.815497998248828,1.12954900869809,71,19,0.211111111111111,9.22689540045602,72.3481908525739,0.00531942859691169,76171.1395089286,0.000157199309407068,494.008758544922,1848603,1074142,537747,537747,0.290893718121197,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Hampshire and the Isle of Wight",19,1.09762740929518,0.745110704866037,1.47907675972772,90,12,0.117647058823529,10.4338362557547,81.9064047677176,0.00635939769979034,82377.4308035714,0.000182939675141824,494.008758544922,1848603,1106850,614061,614061,0.332175702408792,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Hampshire and the Isle of Wight",20,1.44693618518909,0.697423847683613,2.07217459917293,63,17,0.2125,10.333607673645,79.5750547136579,0.00617845549381205,79097.9280133929,0.000228082469090753,494.008758544922,1848603,1146021,694030,694030,0.375434855401619,58.33,68.54,64.05,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Hampshire and the Isle of Wight",21,1.92949138538118,0.670563943814398,2.88700566411245,66,37,0.359223300970874,11.7351858956473,70.1495018005371,0.00592815889311688,97170.1328125,5.72159896065667e-05,494.008758544922,1848603,1180950,785351,785351,0.424834861784818,58.33,68.54,64.05,100,58.33,63.89,68.54,71.67,64.05,67.62,100,100
"Hampshire and the Isle of Wight",22,1.96629847828975,0.62282656750696,3.16500012537681,8,169,0.954802259887006,15.2741279602051,71.3709231785366,0.00756123755127192,104085.604910714,2.66710405192327e-05,494.008758544922,1848603,1201341,863285,863285,0.466993183501271,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Hampshire and the Isle of Wight",23,1.68386224789853,0.561427157670422,2.98424395622203,16,400,0.961538461538462,15.5902513776507,78.5306260245187,0.0085645403846034,100867.200892857,5.16216647307642e-06,494.008758544922,1848603,1230191,936004,936004,0.506330456025442,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Hampshire and the Isle of Wight",24,1.66259702267818,0.545072342050606,3.04464111302947,7,643,0.989230769230769,16.3705398014614,79.5889690944127,0.00917992208685194,80554.435546875,0.000546457207151661,494.008758544922,1848603,1269993,976388,976388,0.528176141659404,55.1585714285714,67.2928571428571,62.6185714285714,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Hampshire and the Isle of Wight",25,1.72943964836386,0.557238623165448,3.08982325711121,0,1143,1,14.071207182748,77.6588919503348,0.00778581055679492,76512.5226004464,0.000322018919518615,494.008758544922,1848603,1309436,1002922,1002922,0.542529683225657,52.78,66.67,61.9,100,55.1585714285714,58.33,67.2928571428571,68.54,62.6185714285714,64.05,100,100
"Hampshire and the Isle of Wight",26,1.75797958225506,0.573184953102781,3.04786524042196,0,2114,1,15.7553821291242,85.9972784859794,0.00959900740001883,76268.38671875,0.000156919170097223,494.008758544922,1848603,1334966,1030265,1030265,0.557320852557309,52.78,66.67,61.9,100,52.78,55.1585714285714,66.67,67.2928571428571,61.9,62.6185714285714,100,100
"Healthier Lancashire and South Cumbria",18,1.900813013687,0.916450723254821,2.06890018351788,131,161,0.551369863013699,7.32926504952567,79.7999910627093,0.00494641937049372,70911.3088727679,0.000346275197833685,403.641540527344,1743741,946213,506954,506954,0.290727808774354,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Healthier Lancashire and South Cumbria",19,1.88185263011768,0.870717524023911,2.15457026424974,107,366,0.773784355179704,10.1047130312238,79.9746987479074,0.0058675503491291,80606.5680803571,0.000180880722057606,403.641540527344,1743741,976973,570793,570793,0.327338176942562,63.89,71.67,67.62,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Healthier Lancashire and South Cumbria",20,1.81756861635413,0.822826570895112,2.19864580354221,97,724,0.881851400730816,9.36150285175868,81.0894470214844,0.00574820708217365,74310.6802455357,0.000297741034176267,403.641540527344,1743741,1017491,640998,640998,0.367599316641634,58.33,68.54,64.05,100,63.89,63.89,71.67,71.67,67.62,67.62,100,100
"Healthier Lancashire and South Cumbria",21,1.58754032235764,0.739329702578263,2.14253913123112,79,1436,0.947854785478548,11.4821165629796,75.4857755388532,0.0061441828230662,91290.2472098214,7.18767021550905e-05,403.641540527344,1743741,1048941,713510,713510,0.409183473921873,58.33,68.54,64.05,100,58.33,63.89,68.54,71.67,64.05,67.62,100,100
"Healthier Lancashire and South Cumbria",22,1.2366742706404,0.624651338300608,1.98555872561167,62,2463,0.975445544554455,14.1404984337943,70.6201673235212,0.00692385248839855,107587.90625,2.42488333991478e-05,403.641540527344,1743741,1070892,765389,765389,0.438935025327729,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Healthier Lancashire and South Cumbria",23,1.11282586554585,0.580920379764554,1.91987126069428,26,3167,0.99185718759787,14.1633753095354,80.5603234427316,0.00808287977374026,88624.6037946429,3.57003586040707e-05,403.641540527344,1743741,1092546,822100,822100,0.471457630462322,58.33,68.54,64.05,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Healthier Lancashire and South Cumbria",24,1.21259935102631,0.609860408841215,1.98965204591982,18,3371,0.994688698731189,13.7722105298723,74.607421875,0.00718593956636531,88801.9732142857,2.87266938780054e-05,403.641540527344,1743741,1120844,862736,862736,0.494761550023771,55.1585714285714,67.2928571428571,62.6185714285714,100,58.33,58.33,68.54,68.54,64.05,64.05,100,100
"Healthier Lancashire and South Cumbria",25,1.17556806552049,0.608411117437822,1.93718629853403,6,4260,0.9985935302391,12.5321495873587,80.1916830880301,0.00721208465152553,66688.7151227679,0.00013167576331138,403.641540527344,1743741,1145597,892017,892017,0.511553608018622,52.78,66.67,61.9,100,55.1585714285714,58.33,67.2928571428571,68.54,62.6185714285714,64.05,100,100
